1238,1238
1232,1232
1231,1231
1230,1230
1229,2458
1224,1224
1221,1221
1220,2440
1212,1212
1211,1211
1206,1206
1204,1204
1195,1195
1189,1189
1175,1175
1171,1171
1167,2334
1161,1161
1158,3474
1135,2270
1128,1128
1124,1124
1120,1120
1119,1119
1109,1109
1108,1108
1103,1103
1101,1101
1100,1100
1099,1099
1090,1090
1089,1089
1086,1086
1083,1083
1074,1074
1071,2142
1066,1066
1062,1062
1059,1059
1057,1057
1055,1055
1050,1050
1048,1048
1045,1045
1044,1044
1042,1042
1041,1041
1039,1039
1036,1036
1033,1033
1030,1030
1029,1029
1025,1025
1024,1024
1017,1017
1015,2030
1014,3042
1012,1012
1007,1007
1006,1006
1003,1003
992,992
985,985
983,983
982,982
976,976
970,1940
968,968
963,1926
950,1900
947,1894
944,1888
943,943
939,939
938,1876
932,932
931,931
926,1852
925,925
924,924
911,911
902,902
899,899
893,893
890,2670
887,887
873,873
869,869
868,868
866,1732
862,862
858,858
851,851
849,849
844,2532
840,840
839,839
834,834
829,829
827,827
825,1650
813,813
811,1622
806,1612
804,1608
803,803
802,802
795,795
794,1588
791,791
789,789
786,786
784,784
781,781
773,1546
771,771
770,770
768,768
763,763
762,762
761,761
758,758
755,755
754,754
750,1500
744,744
743,743
737,737
735,1470
731,731
730,1460
729,729
727,727
725,725
724,724
722,722
721,721
715,1430
714,714
711,711
704,2112
702,702
701,1402
700,700
699,1398
697,697
696,696
694,694
693,693
692,692
691,691
690,690
688,1376
686,686
685,685
684,684
683,2049
681,681
676,676
675,675
668,668
667,1334
663,663
662,662
660,660
659,1977
658,1316
657,1314
653,653
651,1302
649,649
647,1941
646,646
645,645
642,642
641,641
636,636
635,635
634,634
630,630
626,626
625,1250
622,622
620,1240
616,616
613,613
612,612
610,610
605,1815
604,604
602,602
601,601
599,599
598,1196
595,1190
594,594
593,593
592,592
591,591
589,589
587,1174
586,586
584,584
583,583
577,577
576,576
572,2288
571,571
570,570
569,569
567,1701
564,564
563,1689
561,561
560,1120
558,558
557,557
556,556
553,553
552,552
550,1100
549,549
548,548
545,545
544,1088
542,1084
540,1080
539,1078
537,537
536,536
535,535
534,534
530,530
526,526
522,522
520,1560
519,1038
516,516
515,1030
514,514
510,510
509,509
508,508
507,507
506,1012
502,1004
501,501
499,998
496,496
495,495
494,988
493,986
489,978
487,487
484,484
481,962
480,960
479,479
478,478
477,954
476,476
474,948
471,942
470,470
468,468
467,467
464,464
462,462
461,461
459,1377
457,457
456,456
455,455
454,1362
453,453
451,902
448,1344
446,1338
445,890
444,444
443,1772
442,884
440,1320
439,878
437,1748
436,872
435,870
434,868
433,1732
432,432
431,862
430,2580
428,856
427,1281
426,852
423,423
422,1688
421,842
418,418
417,834
416,832
415,415
414,828
413,413
412,412
409,1636
407,407
406,406
405,405
404,808
402,402
401,2005
399,399
397,397
396,396
395,395
394,788
392,1568
391,782
388,388
387,387
386,772
385,770
384,384
383,383
382,764
381,381
380,760
378,378
376,376
374,374
373,373
372,744
371,742
370,740
369,369
368,368
367,734
366,732
365,730
364,728
363,363
362,362
359,1795
358,716
357,357
356,356
355,710
354,1416
353,1412
352,1056
351,1755
350,350
349,698
347,347
346,1384
345,1725
344,688
343,343
342,1026
341,682
340,340
337,1011
336,1344
335,670
334,334
333,666
332,664
331,662
330,660
328,656
327,981
326,652
325,325
324,324
323,646
322,966
321,642
320,320
319,319
316,948
314,314
313,626
312,624
310,1240
308,308
307,307
306,306
305,1220
303,606
301,602
300,600
299,897
298,894
297,891
296,296
295,885
294,882
293,1172
292,876
291,873
290,580
289,289
288,288
287,861
286,1430
285,570
284,284
283,566
282,564
281,1124
280,840
279,1674
278,834
277,554
276,276
275,275
274,822
273,546
272,1088
271,271
270,270
269,1345
267,801
266,1064
265,530
264,1320
263,1841
262,262
261,1566
260,260
258,774
256,1024
255,765
254,508
253,1518
252,1008
251,1004
250,1000
249,1245
248,248
247,494
246,1476
245,490
244,488
243,972
242,726
241,1205
240,1200
239,956
238,714
237,711
236,944
235,1880
234,1404
233,466
232,1392
231,924
230,1150
229,458
228,456
227,681
226,678
225,675
224,672
223,892
222,666
221,1105
220,220
219,219
218,1090
217,868
216,1080
215,645
214,856
213,639
212,1060
211,211
210,840
209,209
208,1456
207,1449
206,1442
205,1230
204,816
203,812
202,1010
201,2010
200,600
199,1194
198,594
197,1576
196,1960
195,1755
194,388
193,772
192,1344
191,573
190,760
189,567
188,1128
187,1122
186,930
185,1110
184,736
183,366
182,546
181,1267
180,540
179,2148
178,1424
177,531
176,1056
175,875
174,1044
173,692
172,1204
171,1026
170,2210
169,845
168,1008
167,1169
166,996
165,330
164,1148
163,489
162,972
161,644
160,1280
159,954
158,474
157,1256
156,780
155,465
154,924
153,918
152,1064
151,1057
150,750
149,1341
148,888
147,882
146,1314
145,870
144,1584
143,572
142,994
141,1974
140,700
139,695
138,690
137,548
136,952
135,1350
134,1072
133,1862
132,1584
131,1572
130,1300
129,1161
128,768
127,1270
126,1638
125,625
124,496
123,1107
122,976
121,847
120,1800
119,1309
118,708
117,1287
116,1392
115,1380
114,912
113,1695
112,1680
111,1443
110,990
109,1853
108,1188
107,1712
106,636
105,1995
104,832
103,927
102,1224
101,1818
100,1200
99,1287
98,882
97,1261
96,1824
95,950
94,2162
93,1209
92,1932
91,728
90,1530
89,1335
88,1320
87,1479
86,1548
85,1530
84,2016
83,2573
82,1312
81,1863
80,1760
79,1185
78,1638
77,1386
76,1672
75,2025
74,1924
73,1825
72,2088
71,1917
70,1890
69,1932
68,1700
67,1876
66,2376
65,1365
64,1920
63,1638
62,2294
61,2623
60,2040
59,1652
58,2146
57,1767
56,2352
55,1760
54,1944
53,2226
52,2184
51,2550
50,2500
49,2303
48,2160
47,2115
46,2530
45,2385
44,2508
43,2580
42,2478
41,3034
40,2920
39,2847
38,3154
37,2997
36,2484
35,3220
34,3298
33,2970
32,3200
31,3317
30,3330
29,3364
28,3864
27,3645
26,4472
25,4300
24,3648
23,4301
22,4158
21,4767
20,4040
19,5111
18,5328
17,5797
16,5824
15,5775
14,6020
13,6110
12,6996
11,6622
10,7630
9,8613
8,9400
7,10045
6,11682
5,13465
